Soil_moisture,Soil_humidity,rainfall,Temperature,Vegetation,Soil_type,Status
25,30,,26,Grass,Loam Soil,0
19,59,,15,Grass,Loam Soil,1
19,33,,26,Grass,Loam Soil,1
75,62,,30,Grass,Loam Soil,0
9,28,,15,Grass,Loam Soil,0
15,26,,41,Grass,Loam Soil,1
1,67,,12,Grass,Loam Soil,1
54,35,,8,Grass,Loam Soil,1
78,33,,9,Grass,Loam Soil,1
67,56,,38,Grass,Loam Soil,1
38,48,,25,Grass,Loam Soil,1
43,69,,30,Grass,Loam Soil,1
5,46,,25,Grass,Loam Soil,1
53,43,,10,Grass,Loam Soil,0
2,67,,33,Grass,Loam Soil,1
19,44,,30,Grass,Loam Soil,1
12,32,,17,Grass,Loam Soil,0
44,57,,23,Grass,Loam Soil,1
85,70,,31,Grass,Loam Soil,1
67,67,,23,Grass,Loam Soil,0
59,69,,15,Grass,Loam Soil,1
71,38,,21,Grass,Loam Soil,1
21,70,,21,Grass,Loam Soil,1
46,32,,32,Grass,Loam Soil,1
24,28,,42,Grass,Loam Soil,1
72,54,,3,Grass,Loam Soil,0
52,48,,34,Grass,Loam Soil,1
69,27,,44,Grass,Loam Soil,0
87,39,,13,Grass,Loam Soil,1
15,26,,22,Grass,Loam Soil,1
40,26,,19,Grass,Loam Soil,0
19,41,,21,Grass,Loam Soil,0
38,46,,0,Grass,Loam Soil,0
47,22,,14,Grass,Loam Soil,1
57,58,,1,Grass,Loam Soil,0
44,33,,5,Grass,Loam Soil,1
25,20,,12,Grass,Loam Soil,0
55,46,,31,Grass,Loam Soil,0
13,60,,14,Grass,Loam Soil,1
1,38,,29,Grass,Loam Soil,1
33,32,,22,Grass,Loam Soil,1
54,40,,9,Grass,Loam Soil,1
30,24,,39,Grass,Loam Soil,1
58,33,,26,Grass,Loam Soil,1
44,62,,27,Grass,Loam Soil,0
70,23,,2,Grass,Loam Soil,0
86,41,,15,Grass,Loam Soil,0
2,53,,40,Grass,Loam Soil,1
77,27,,25,Grass,Loam Soil,0
22,44,,23,Grass,Loam Soil,0
57,63,,36,Grass,Loam Soil,1
22,32,,20,Grass,Loam Soil,1
76,58,,9,Grass,Loam Soil,0
44,39,,35,Grass,Loam Soil,1
26,47,,23,Grass,Loam Soil,1
42,63,,40,Grass,Loam Soil,1
87,47,,20,Grass,Loam Soil,1
43,49,,4,Grass,Loam Soil,0
19,57,,23,Grass,Loam Soil,1
50,67,,4,Grass,Loam Soil,1
47,63,,19,Grass,Loam Soil,0
63,27,,33,Grass,Loam Soil,1
10,25,,14,Grass,Loam Soil,0
57,31,,7,Grass,Loam Soil,1
79,28,,25,Grass,Loam Soil,0
56,64,,12,Grass,Loam Soil,0
41,28,,43,Grass,Loam Soil,0
69,68,,13,Grass,Loam Soil,1
43,56,,27,Grass,Loam Soil,1
68,69,,5,Grass,Loam Soil,1
51,69,,19,Grass,Loam Soil,0
16,57,,40,Grass,Loam Soil,1
90,28,,35,Grass,Loam Soil,1
45,24,,16,Grass,Loam Soil,0
76,27,,18,Grass,Loam Soil,0
79,70,,40,Grass,Loam Soil,0
83,64,,26,Grass,Loam Soil,0
32,23,,13,Grass,Loam Soil,1
42,24,,21,Grass,Loam Soil,1
45,56,,37,Grass,Loam Soil,1
33,42,,31,Grass,Loam Soil,1
31,22,,2,Grass,Loam Soil,0
55,26,,13,Grass,Loam Soil,0
51,50,,15,Grass,Loam Soil,0
61,38,,42,Grass,Loam Soil,0
43,46,,20,Grass,Loam Soil,1
18,68,,37,Grass,Loam Soil,1
40,57,,16,Grass,Loam Soil,0
56,58,,30,Grass,Loam Soil,1
60,63,,17,Grass,Loam Soil,1
3,70,,10,Grass,Loam Soil,1
31,39,,11,Grass,Loam Soil,0
56,31,,29,Grass,Loam Soil,1
4,29,,43,Grass,Loam Soil,0
56,40,,26,Grass,Loam Soil,1
82,20,,5,Grass,Loam Soil,0
61,41,,13,Grass,Loam Soil,0
45,53,,36,Grass,Loam Soil,1
85,37,,37,Grass,Loam Soil,1
86,28,,8,Grass,Loam Soil,0
66,21,,24,Grass,Loam Soil,1
63,33,,43,Grass,Loam Soil,0
1,37,,8,Grass,Loam Soil,1
80,45,,18,Grass,Loam Soil,0
39,59,,9,Grass,Loam Soil,0
90,38,,22,Grass,Loam Soil,0
72,22,,20,Grass,Loam Soil,0
48,55,,38,Grass,Loam Soil,1
90,68,,40,Grass,Loam Soil,1
22,55,,39,Grass,Loam Soil,1
13,67,,31,Grass,Loam Soil,1
81,44,,39,Grass,Loam Soil,0
10,53,,17,Grass,Loam Soil,0
41,21,,21,Grass,Loam Soil,1
76,60,,25,Grass,Loam Soil,0
71,48,,19,Grass,Loam Soil,1
49,29,,9,Grass,Loam Soil,0
79,50,,36,Grass,Loam Soil,1
41,35,,40,Grass,Loam Soil,1
68,38,,0,Grass,Loam Soil,0
17,65,,15,Grass,Loam Soil,1
40,46,,2,Grass,Loam Soil,0
36,42,,11,Grass,Loam Soil,1
90,25,,13,Grass,Loam Soil,0
19,50,,44,Grass,Loam Soil,1
90,31,,22,Grass,Loam Soil,0
41,62,,8,Grass,Loam Soil,0
34,60,,21,Grass,Loam Soil,1
23,54,,15,Grass,Loam Soil,1
67,54,,41,Grass,Loam Soil,0
45,33,,23,Grass,Loam Soil,1
70,22,,23,Grass,Loam Soil,1
21,30,,26,Grass,Loam Soil,1
2,57,,23,Grass,Loam Soil,1
65,26,,35,Grass,Loam Soil,0
68,35,,43,Grass,Loam Soil,1
8,60,,31,Grass,Loam Soil,0
28,42,,12,Grass,Loam Soil,0
67,38,,0,Grass,Loam Soil,0
18,47,,23,Grass,Loam Soil,0
15,42,,30,Grass,Loam Soil,1
67,45,,41,Grass,Loam Soil,0
58,58,,9,Grass,Loam Soil,1
76,53,,27,Grass,Loam Soil,0
57,27,,9,Grass,Loam Soil,0
90,68,,43,Grass,Loam Soil,0
82,56,,42,Grass,Loam Soil,1
80,69,,29,Grass,Loam Soil,0
66,20,,42,Grass,Loam Soil,1
3,53,,35,Grass,Loam Soil,1
80,70,,27,Grass,Loam Soil,0
6,40,,3,Grass,Loam Soil,1
17,42,,8,Grass,Loam Soil,0
80,24,,3,Grass,Loam Soil,0
82,61,,16,Grass,Loam Soil,0
85,66,,26,Grass,Loam Soil,0
3,47,,17,Grass,Loam Soil,1
63,36,,8,Grass,Loam Soil,0
78,43,,16,Grass,Loam Soil,1
15,51,,13,Grass,Loam Soil,1
78,38,,23,Grass,Loam Soil,1
38,69,,32,Grass,Loam Soil,1
88,49,,13,Grass,Loam Soil,0
33,29,,19,Grass,Loam Soil,1
18,41,,27,Grass,Loam Soil,1
23,50,,35,Grass,Loam Soil,1
86,64,,45,Grass,Loam Soil,0
90,24,,23,Grass,Loam Soil,0
20,23,,0,Grass,Loam Soil,1
11,45,,20,Grass,Loam Soil,1
73,45,,41,Grass,Loam Soil,1
14,35,,7,Grass,Loam Soil,0
11,44,,44,Grass,Loam Soil,1
81,52,,26,Grass,Loam Soil,1
75,42,,10,Grass,Loam Soil,0
9,30,,15,Grass,Loam Soil,1
19,44,,8,Grass,Loam Soil,0
9,29,,1,Grass,Loam Soil,1
19,69,,29,Grass,Loam Soil,0
18,65,,20,Grass,Loam Soil,1
22,37,,14,Grass,Loam Soil,1
7,23,,10,Grass,Loam Soil,1
45,24,,12,Grass,Loam Soil,0
62,42,,31,Grass,Loam Soil,1
78,56,,20,Grass,Loam Soil,0
86,49,,21,Grass,Loam Soil,0
49,43,,30,Grass,Loam Soil,0
62,53,,13,Grass,Loam Soil,0
10,29,,45,Grass,Loam Soil,1
47,47,,22,Grass,Loam Soil,1
90,42,,42,Grass,Loam Soil,0
89,32,,33,Grass,Loam Soil,1
49,62,,42,Grass,Loam Soil,0
17,46,,30,Grass,Loam Soil,1
29,45,,40,Grass,Loam Soil,1
10,49,,6,Grass,Loam Soil,1
15,38,,5,Grass,Loam Soil,1
24,42,,29,Grass,Loam Soil,1
27,55,,39,Grass,Loam Soil,1
20,39,,3,Grass,Loam Soil,1
53,51,,9,Grass,Loam Soil,0
50,51,,12,Grass,Loam Soil,1
74,34,,11,Grass,Loam Soil,0
82,25,,18,Grass,Loam Soil,0
7,51,,10,Grass,Loam Soil,0
56,65,,9,Grass,Loam Soil,1
36,40,,2,Grass,Loam Soil,1
24,58,,14,Grass,Loam Soil,0
84,55,,3,Grass,Loam Soil,0
22,64,,43,Grass,Loam Soil,1
4,47,,5,Grass,Loam Soil,1
86,27,,42,Grass,Loam Soil,1
61,41,,45,Grass,Loam Soil,1
25,60,,20,Grass,Loam Soil,0
35,25,,30,Grass,Loam Soil,1
7,46,,8,Grass,Loam Soil,0
65,23,,31,Grass,Loam Soil,1
36,43,,20,Grass,Loam Soil,1
83,64,,36,Grass,Loam Soil,1
37,58,,22,Grass,Loam Soil,0
59,54,,40,Grass,Loam Soil,1
11,69,,45,Grass,Loam Soil,1
45,62,,38,Grass,Loam Soil,1
67,34,,23,Grass,Loam Soil,1
20,20,,0,Grass,Loam Soil,0
79,28,,41,Grass,Loam Soil,0
63,23,,14,Grass,Loam Soil,0
35,42,,34,Grass,Loam Soil,0
42,63,,17,Grass,Loam Soil,0
24,27,,15,Grass,Loam Soil,0
67,29,,34,Grass,Loam Soil,0
1,39,,2,Grass,Loam Soil,1
14,28,,25,Grass,Loam Soil,1
68,43,,20,Grass,Loam Soil,0
4,43,,44,Grass,Loam Soil,1
43,40,,5,Grass,Loam Soil,0
34,41,,42,Grass,Loam Soil,1
39,60,,4,Grass,Loam Soil,1
2,54,,32,Grass,Loam Soil,1
84,40,,43,Grass,Loam Soil,1
10,53,,6,Grass,Loam Soil,1
39,65,,9,Grass,Loam Soil,1
47,68,,33,Grass,Loam Soil,1
85,38,,41,Grass,Loam Soil,1
77,31,,12,Grass,Loam Soil,0
42,35,,8,Grass,Loam Soil,0
18,35,,37,Grass,Loam Soil,1
51,55,,20,Grass,Loam Soil,0
24,37,,17,Grass,Loam Soil,0
87,25,,28,Grass,Loam Soil,1
38,22,,9,Grass,Loam Soil,1
88,66,,29,Grass,Loam Soil,1
2,47,,41,Grass,Loam Soil,1
64,33,,4,Grass,Loam Soil,0
69,20,,30,Grass,Loam Soil,1
76,51,,30,Grass,Loam Soil,1
69,48,,24,Grass,Loam Soil,1
45,62,,8,Grass,Loam Soil,0
73,57,,0,Grass,Loam Soil,0
42,55,,44,Grass,Loam Soil,0
20,21,,8,Grass,Loam Soil,0
66,32,,38,Grass,Loam Soil,0
6,36,,41,Grass,Loam Soil,0
74,58,,0,Grass,Loam Soil,0
28,34,,39,Grass,Loam Soil,1
23,60,,23,Grass,Loam Soil,1
12,31,,25,Grass,Loam Soil,1
54,59,,0,Grass,Loam Soil,0
8,22,,14,Grass,Loam Soil,1
29,62,,26,Grass,Loam Soil,0
29,58,,8,Grass,Loam Soil,0
36,62,,21,Grass,Loam Soil,0
30,46,,41,Grass,Loam Soil,1
50,65,,43,Grass,Loam Soil,1
55,39,,15,Grass,Loam Soil,1
28,34,,28,Grass,Loam Soil,1
21,30,,34,Grass,Loam Soil,1
11,50,,2,Grass,Loam Soil,1
22,61,,9,Grass,Loam Soil,0
17,65,,42,Grass,Loam Soil,1
70,54,,20,Grass,Loam Soil,0
36,36,,35,Grass,Loam Soil,1
23,52,,27,Grass,Loam Soil,1
45,63,,33,Grass,Loam Soil,1
75,43,,42,Grass,Loam Soil,1
74,33,,3,Grass,Loam Soil,1
65,67,,40,Grass,Loam Soil,0
36,38,,24,Grass,Loam Soil,1
20,28,,13,Grass,Loam Soil,1
80,28,,10,Grass,Loam Soil,0
49,63,,10,Grass,Loam Soil,1
25,38,,10,Grass,Loam Soil,1
48,26,,15,Grass,Loam Soil,0
46,50,,5,Grass,Loam Soil,0
69,49,,10,Grass,Loam Soil,0
19,40,,20,Grass,Loam Soil,1
41,33,,3,Grass,Loam Soil,1
72,52,,17,Grass,Loam Soil,0
52,60,,25,Grass,Loam Soil,0
45,55,,19,Grass,Loam Soil,0
66,36,,34,Grass,Loam Soil,1
38,44,,39,Grass,Loam Soil,1
45,51,,31,Grass,Loam Soil,1
28,55,,16,Grass,Loam Soil,0
73,66,,19,Grass,Loam Soil,0
42,70,,13,Grass,Loam Soil,0
65,70,,24,Grass,Loam Soil,1
68,50,,32,Grass,Loam Soil,0
55,70,,24,Grass,Loam Soil,0
52,59,,20,Grass,Loam Soil,1
56,39,,4,Grass,Loam Soil,0
32,59,,23,Grass,Loam Soil,0
78,28,,14,Grass,Loam Soil,0
16,59,,32,Grass,Loam Soil,1
58,40,,18,Grass,Loam Soil,1
6,47,,32,Grass,Loam Soil,0
47,51,,20,Grass,Loam Soil,1
74,54,,31,Grass,Loam Soil,0
63,52,,25,Grass,Loam Soil,0
57,59,,7,Grass,Loam Soil,1
89,57,,3,Grass,Loam Soil,0
25,56,,1,Grass,Loam Soil,0
33,57,,35,Grass,Loam Soil,0
23,50,,25,Grass,Loam Soil,0
81,22,,1,Grass,Loam Soil,0
70,38,,11,Grass,Loam Soil,0
72,54,,4,Grass,Loam Soil,0
8,58,,45,Grass,Loam Soil,1
85,41,,36,Grass,Loam Soil,0
60,45,,38,Grass,Loam Soil,1
58,29,,25,Grass,Loam Soil,1
9,31,,28,Grass,Loam Soil,1
85,53,,37,Grass,Loam Soil,0
14,43,,37,Grass,Loam Soil,1
47,28,,25,Grass,Loam Soil,0
10,59,,13,Grass,Loam Soil,1
12,67,,15,Grass,Loam Soil,1
13,20,,15,Grass,Loam Soil,1
16,48,,29,Grass,Loam Soil,1
45,52,,33,Grass,Loam Soil,1
63,67,,12,Grass,Loam Soil,0
12,39,,18,Grass,Loam Soil,0
41,62,,36,Grass,Loam Soil,0
18,34,,16,Grass,Loam Soil,0
66,55,,35,Grass,Loam Soil,1
17,54,,33,Grass,Loam Soil,1
42,22,,37,Grass,Loam Soil,1
48,64,,5,Grass,Loam Soil,1
71,68,,33,Grass,Loam Soil,0
42,29,,28,Grass,Loam Soil,1
42,46,,3,Grass,Loam Soil,0
86,30,,39,Grass,Loam Soil,1
25,28,,22,Grass,Loam Soil,0
52,57,,39,Grass,Loam Soil,1
29,25,,11,Grass,Loam Soil,0
51,59,,3,Grass,Loam Soil,0
9,33,,16,Grass,Loam Soil,0
14,51,,44,Grass,Loam Soil,1
58,45,,9,Grass,Loam Soil,0
15,23,,22,Grass,Loam Soil,1
71,40,,25,Grass,Loam Soil,0
49,61,,44,Grass,Loam Soil,1
71,56,,3,Grass,Loam Soil,0
43,42,,32,Grass,Loam Soil,1
87,49,,37,Grass,Loam Soil,1
85,36,,44,Grass,Loam Soil,1
69,46,,25,Grass,Loam Soil,0
37,37,,26,Grass,Loam Soil,1
58,32,,29,Grass,Loam Soil,1
23,61,,44,Grass,Loam Soil,1
4,43,,26,Grass,Loam Soil,1
2,64,,27,Grass,Loam Soil,1
9,62,,7,Grass,Loam Soil,1
7,28,,22,Grass,Loam Soil,1
59,31,,45,Grass,Loam Soil,1
32,66,,0,Grass,Loam Soil,0
85,25,,42,Grass,Loam Soil,0
45,58,,34,Grass,Loam Soil,1
65,43,,37,Grass,Loam Soil,1
35,32,,6,Grass,Loam Soil,0
65,62,,2,Grass,Loam Soil,0
53,69,,1,Grass,Loam Soil,0
50,40,,17,Grass,Loam Soil,1
41,60,,27,Grass,Loam Soil,1
84,30,,22,Grass,Loam Soil,0
75,64,,8,Grass,Loam Soil,0
15,52,,21,Grass,Loam Soil,1
65,24,,36,Grass,Loam Soil,0
62,29,,33,Grass,Loam Soil,1
87,68,,7,Grass,Loam Soil,0
5,56,,28,Grass,Loam Soil,1
15,53,,21,Grass,Loam Soil,1
76,68,,44,Grass,Loam Soil,1
13,50,,36,Grass,Loam Soil,0
75,68,,19,Grass,Loam Soil,1
59,64,,36,Grass,Loam Soil,1
3,65,,38,Grass,Loam Soil,1
72,31,,24,Grass,Loam Soil,0
88,44,,34,Grass,Loam Soil,1
25,35,,40,Grass,Loam Soil,1
67,48,,17,Grass,Loam Soil,1
64,40,,9,Grass,Loam Soil,1
78,52,,27,Grass,Loam Soil,1
21,53,,6,Grass,Loam Soil,1
47,34,,30,Grass,Loam Soil,1
62,34,,34,Grass,Loam Soil,0
76,33,,13,Grass,Loam Soil,0
70,33,,7,Grass,Loam Soil,0
15,44,,23,Grass,Loam Soil,1
70,49,,23,Grass,Loam Soil,1
75,52,,30,Grass,Loam Soil,1
83,41,,6,Grass,Loam Soil,0
52,67,,15,Grass,Loam Soil,0
44,41,,42,Grass,Loam Soil,0
77,39,,7,Grass,Loam Soil,1
35,39,,15,Grass,Loam Soil,1
69,27,,15,Grass,Loam Soil,0
61,30,,25,Grass,Loam Soil,1
36,35,,22,Grass,Loam Soil,0
52,51,,4,Grass,Loam Soil,1
9,64,,2,Grass,Loam Soil,1
59,53,,28,Grass,Loam Soil,1
14,29,,39,Grass,Loam Soil,0
9,25,,43,Grass,Loam Soil,1
69,59,,30,Grass,Loam Soil,0
5,66,,5,Grass,Loam Soil,0
52,20,,41,Grass,Loam Soil,0
25,55,,19,Grass,Loam Soil,0
75,24,,44,Grass,Loam Soil,0
61,28,,3,Grass,Loam Soil,0
35,48,,6,Grass,Loam Soil,1
66,29,,36,Grass,Loam Soil,1
81,21,,13,Grass,Loam Soil,0
77,62,,11,Grass,Loam Soil,0
89,70,,36,Grass,Loam Soil,1
36,57,,17,Grass,Loam Soil,0
72,69,,1,Grass,Loam Soil,0
89,67,,19,Grass,Loam Soil,1
50,35,,25,Grass,Loam Soil,1
51,23,,45,Grass,Loam Soil,1
22,56,,9,Grass,Loam Soil,0
60,25,,28,Grass,Loam Soil,0
56,40,,9,Grass,Loam Soil,0
44,68,,34,Grass,Loam Soil,0
72,44,,5,Grass,Loam Soil,0
4,22,,30,Grass,Loam Soil,1
37,31,,7,Grass,Loam Soil,0
3,40,,27,Grass,Loam Soil,1
33,56,,24,Grass,Loam Soil,0
30,60,,0,Grass,Loam Soil,0
29,55,,41,Grass,Loam Soil,1
69,51,,25,Grass,Loam Soil,1
81,46,,40,Grass,Loam Soil,0
10,61,,43,Grass,Loam Soil,1
69,49,,15,Grass,Loam Soil,0
7,57,,30,Grass,Loam Soil,1
52,59,,15,Grass,Loam Soil,0
8,21,,17,Grass,Loam Soil,0
25,55,,36,Grass,Loam Soil,1
65,20,,39,Grass,Loam Soil,0
14,51,,3,Grass,Loam Soil,1
52,28,,24,Grass,Loam Soil,1
22,39,,14,Grass,Loam Soil,1
6,27,,42,Grass,Loam Soil,0
1,66,,6,Grass,Loam Soil,1
36,48,,4,Grass,Loam Soil,0
9,20,,26,Grass,Loam Soil,1
36,24,,37,Grass,Loam Soil,1
34,62,,1,Grass,Loam Soil,0
49,57,,2,Grass,Loam Soil,1
27,59,,34,Grass,Loam Soil,1
83,21,,19,Grass,Loam Soil,0
31,54,,16,Grass,Loam Soil,0
57,45,,25,Grass,Loam Soil,1
19,35,,0,Grass,Loam Soil,1
61,38,,45,Grass,Loam Soil,1
75,27,,45,Grass,Loam Soil,1
30,64,,35,Grass,Loam Soil,1
87,65,,44,Grass,Loam Soil,1
49,21,,25,Grass,Loam Soil,1
32,36,,17,Grass,Loam Soil,0
25,36,,26,Grass,Loam Soil,1
43,60,,1,Grass,Loam Soil,0
66,50,,12,Grass,Loam Soil,0
88,29,,25,Grass,Loam Soil,0
48,34,,34,Grass,Loam Soil,0
38,53,,31,Grass,Loam Soil,1
66,25,,13,Grass,Loam Soil,0
40,34,,7,Grass,Loam Soil,0
3,57,,5,Grass,Loam Soil,0
82,58,,38,Grass,Loam Soil,0
72,27,,4,Grass,Loam Soil,0
59,61,,44,Grass,Loam Soil,0
17,35,,35,Grass,Loam Soil,1
22,51,,3,Grass,Loam Soil,0
40,46,,13,Grass,Loam Soil,0
31,56,,26,Grass,Loam Soil,1
52,51,,1,Grass,Loam Soil,0
24,31,,21,Grass,Loam Soil,0
30,37,,16,Grass,Loam Soil,1
57,20,,14,Grass,Loam Soil,0
85,27,,30,Grass,Loam Soil,0
4,33,,11,Grass,Loam Soil,1
16,42,,22,Grass,Loam Soil,1
80,25,,0,Grass,Loam Soil,0
48,59,,11,Grass,Loam Soil,0
80,43,,26,Grass,Loam Soil,0
85,59,,5,Grass,Loam Soil,0
1,32,,6,Grass,Loam Soil,1
17,70,,18,Grass,Loam Soil,1
1,32,,20,Grass,Loam Soil,1
90,31,,21,Grass,Loam Soil,0
62,48,,41,Grass,Loam Soil,0
27,43,,16,Grass,Loam Soil,0
49,45,,8,Grass,Loam Soil,0
80,36,,6,Grass,Loam Soil,1
63,22,,5,Grass,Loam Soil,0
65,61,,19,Grass,Loam Soil,0
56,25,,40,Grass,Loam Soil,1
38,51,,9,Grass,Loam Soil,0
46,30,,39,Grass,Loam Soil,0
76,41,,30,Grass,Loam Soil,1
25,37,,34,Grass,Loam Soil,1
48,34,,44,Grass,Loam Soil,1
13,30,,33,Grass,Loam Soil,1
54,45,,38,Grass,Loam Soil,0
5,21,,10,Grass,Loam Soil,1
29,67,,3,Grass,Loam Soil,1
69,20,,28,Grass,Loam Soil,0
64,41,,25,Grass,Loam Soil,0
74,20,,25,Grass,Loam Soil,0
41,67,,16,Grass,Loam Soil,1
30,70,,1,Grass,Loam Soil,1
24,59,,29,Grass,Loam Soil,1
54,46,,9,Grass,Loam Soil,0
62,55,,26,Grass,Loam Soil,1
76,49,,1,Grass,Loam Soil,0
9,55,,19,Grass,Loam Soil,1
36,60,,4,Grass,Loam Soil,0
12,30,,2,Grass,Loam Soil,1
11,58,,19,Grass,Loam Soil,1
6,45,,1,Grass,Loam Soil,1
29,63,,24,Grass,Loam Soil,0
69,26,,35,Grass,Loam Soil,0
53,69,,7,Grass,Loam Soil,0
21,64,,44,Grass,Loam Soil,1
25,35,,16,Grass,Loam Soil,0
36,53,,3,Grass,Loam Soil,0
88,48,,41,Grass,Loam Soil,1
35,53,,12,Grass,Loam Soil,0
62,37,,7,Grass,Loam Soil,1
51,45,,40,Grass,Loam Soil,1
19,64,,0,Grass,Loam Soil,1
58,60,,18,Grass,Loam Soil,1
37,42,,1,Grass,Loam Soil,0
68,64,,15,Grass,Loam Soil,1
48,37,,5,Grass,Loam Soil,1
48,32,,10,Grass,Loam Soil,1
73,55,,8,Grass,Loam Soil,0
16,22,,13,Grass,Loam Soil,1
30,34,,22,Grass,Loam Soil,1
9,22,,8,Grass,Loam Soil,1
63,36,,36,Grass,Loam Soil,1
15,30,,27,Grass,Loam Soil,1
34,63,,29,Grass,Loam Soil,0
49,23,,31,Grass,Loam Soil,0
71,67,,11,Grass,Loam Soil,0
1,20,,20,Grass,Loam Soil,1
61,23,,43,Grass,Loam Soil,0
25,30,,5,Grass,Loam Soil,0
10,70,,19,Grass,Loam Soil,1
5,28,,16,Grass,Loam Soil,0
87,55,,26,Grass,Loam Soil,1
85,33,,23,Grass,Loam Soil,1
77,20,,45,Grass,Loam Soil,0
85,32,,39,Grass,Loam Soil,0
30,29,,40,Grass,Loam Soil,1
19,62,,19,Grass,Loam Soil,0
83,57,,9,Grass,Loam Soil,0
77,27,,11,Grass,Loam Soil,0
54,51,,18,Grass,Loam Soil,0
67,55,,12,Grass,Loam Soil,1
23,28,,41,Grass,Loam Soil,1
41,49,,30,Grass,Loam Soil,1
87,24,,8,Grass,Loam Soil,0
57,29,,18,Grass,Loam Soil,0
78,68,,33,Grass,Loam Soil,1
51,44,,9,Grass,Loam Soil,1
40,49,,40,Grass,Loam Soil,1
6,43,,45,Grass,Loam Soil,1
45,48,,8,Grass,Loam Soil,0
41,33,,30,Grass,Loam Soil,1
30,47,,33,Grass,Loam Soil,1
22,27,,42,Grass,Loam Soil,1
19,59,,25,Grass,Loam Soil,1
66,47,,12,Grass,Loam Soil,0
64,47,,10,Grass,Loam Soil,0
79,46,,31,Grass,Loam Soil,0
27,64,,26,Grass,Loam Soil,1
69,52,,20,Grass,Loam Soil,0
42,34,,31,Grass,Loam Soil,1
27,28,,12,Grass,Loam Soil,0
40,21,,28,Grass,Loam Soil,0
72,55,,15,Grass,Loam Soil,0
34,46,,13,Grass,Loam Soil,1
66,52,,42,Grass,Loam Soil,0
34,42,,6,Grass,Loam Soil,0
19,49,,44,Grass,Loam Soil,1
15,42,,45,Grass,Loam Soil,1
27,66,,30,Grass,Loam Soil,0
78,66,,42,Grass,Loam Soil,1
6,53,,21,Grass,Loam Soil,1
54,60,,34,Grass,Loam Soil,0
3,20,,22,Grass,Loam Soil,1
28,36,,2,Grass,Loam Soil,1
36,65,,39,Grass,Loam Soil,1
61,62,,23,Grass,Loam Soil,0
59,50,,37,Grass,Loam Soil,1
45,48,,12,Grass,Loam Soil,0
50,60,,11,Grass,Loam Soil,1
74,25,,35,Grass,Loam Soil,1
41,25,,13,Grass,Loam Soil,0
11,44,,36,Grass,Loam Soil,1
31,48,,1,Grass,Loam Soil,0
47,65,,13,Grass,Loam Soil,1
37,38,,38,Grass,Loam Soil,1
1,34,,42,Grass,Loam Soil,1
88,21,,40,Grass,Loam Soil,0
33,25,,10,Grass,Loam Soil,1
69,62,,35,Grass,Loam Soil,1
69,70,,35,Grass,Loam Soil,1
83,60,,1,Grass,Loam Soil,0
20,65,,21,Grass,Loam Soil,1
15,28,,35,Grass,Loam Soil,0
20,69,,3,Grass,Loam Soil,0
9,46,,23,Grass,Loam Soil,1
80,63,,28,Grass,Loam Soil,0
60,31,,16,Grass,Loam Soil,0
17,43,,30,Grass,Loam Soil,1
29,50,,38,Grass,Loam Soil,1
57,28,,12,Grass,Loam Soil,0
6,47,,32,Grass,Loam Soil,1
48,47,,30,Grass,Loam Soil,1
72,34,,20,Grass,Loam Soil,0
30,62,,14,Grass,Loam Soil,1
7,69,,3,Grass,Loam Soil,1
21,69,,26,Grass,Loam Soil,1
63,27,,4,Grass,Loam Soil,0
32,63,,39,Grass,Loam Soil,1
73,51,,45,Grass,Loam Soil,1
52,63,,25,Grass,Loam Soil,0
3,28,,18,Grass,Loam Soil,1
23,29,,22,Grass,Loam Soil,1
30,30,,5,Grass,Loam Soil,1
17,32,,30,Grass,Loam Soil,1
84,40,,32,Grass,Loam Soil,1
39,23,,37,Grass,Loam Soil,1
15,32,,18,Grass,Loam Soil,0
20,30,,18,Grass,Loam Soil,1
5,20,,13,Grass,Loam Soil,1
50,57,,19,Grass,Loam Soil,0
64,63,,3,Grass,Loam Soil,0
7,37,,29,Grass,Loam Soil,1
56,27,,27,Grass,Loam Soil,1
40,56,,33,Grass,Loam Soil,1
62,40,,36,Grass,Loam Soil,1
89,47,,27,Grass,Loam Soil,1
88,54,,22,Grass,Loam Soil,0
64,36,,34,Grass,Loam Soil,0
52,69,,25,Grass,Loam Soil,1
58,32,,45,Grass,Loam Soil,1
59,64,,10,Grass,Loam Soil,0
47,52,,29,Grass,Loam Soil,1
31,24,,34,Grass,Loam Soil,1
89,60,,21,Grass,Loam Soil,0
72,30,,24,Grass,Loam Soil,0
60,60,,3,Grass,Loam Soil,0
23,66,,16,Grass,Loam Soil,1
18,57,,21,Grass,Loam Soil,1
3,47,,23,Grass,Loam Soil,1
81,55,,6,Grass,Loam Soil,0
52,43,,12,Grass,Loam Soil,1
29,41,,5,Grass,Loam Soil,1
22,26,,19,Grass,Loam Soil,0
33,61,,40,Grass,Loam Soil,1
79,22,,44,Grass,Loam Soil,1
4,30,,29,Grass,Loam Soil,1
14,68,,23,Grass,Loam Soil,0
64,49,,12,Grass,Loam Soil,0
35,32,,37,Grass,Loam Soil,1
19,54,,39,Grass,Loam Soil,1
46,21,,32,Grass,Loam Soil,1
53,32,,36,Grass,Loam Soil,1
80,34,,42,Grass,Loam Soil,0
5,69,,35,Grass,Loam Soil,1
59,63,,11,Grass,Loam Soil,0
89,30,,27,Grass,Loam Soil,0
